FIPS,Deaths
23021,6
23023,7
23025,7
90023,0
23027,3
23029,3
23031,22
24001,13
24003,130
24005,409
24510,379
24009,15
24011,11
24013,42
24015,39
24017,60
24019,20
24021,65
24023,5
24025,67
24027,40
24029,9
24031,222
24033,275
24035,15
24039,11
24037,18
24041,11
24043,81
24045,34
24047,14
25001,50
25003,14
25005,166
25009,163
25011,9
25013,141
25015,25
25017,203
25021,104
25023,106
25025,110
90025,0
25027,149
26001,9
26003,2
26005,44
26007,17
26009,10
26011,5
26013,7
26015,25
26017,65
26019,5
26021,60
26023,11
26025,86
26027,15
26029,9
26031,10
26033,8
26035,17
26037,24
26039,9
26041,11
26043,5
26045,56
26047,4
26049,224
26051,18
26053,5
26055,31
26057,18
26059,22
26061,2
26063,23
26065,112
26067,10
26069,8
26071,4
26073,28
26075,72
26077,82
26079,14
26081,159
26083,0
26085,6
26087,86
26089,5
26091,51
26093,50
26095,4
26097,0
26099,539
26101,2
26103,8
26105,11
26107,18
26109,6
26111,31
26113,10
26115,64
26117,27
26119,3
26121,70
26123,18
26125,477
26127,10
26129,9
26131,2
26133,8
26135,12
26137,14
26139,92
80026,4
26141,6
26143,23
26145,124
26151,49
26153,0
26155,31
26147,197
26149,18
26157,36
90026,0
26159,39
26161,62
26163,1066
26165,28
27001,4
27003,81
27005,16
27007,12
27009,8
27011,1
27013,9
27015,3
27017,9
27019,9
27021,9
27023,3
27025,10
27027,5
27029,3
27031,0
27033,4
27035,18
27037,87
27041,13
27043,3
27045,2
27047,11
27049,6
27051,0
27053,218
27055,2
27057,1
27059,13
27061,22
27063,2
27065,9
27067,11
27069,1
27071,8
27073,6
27075,3
27077,3
27079,8
27081,1
27083,10
27087,2
27089,2
27091,5
27085,12
27093,10
27095,9
27097,15
27099,3
27101,2
27103,4
27105,3
27107,1
27109,16
27111,17
27113,4
27115,7
27117,2
27119,10
27121,1
27123,110
27125,2
27127,14
27129,6
27131,21
27133,5
27135,4
27139,32
27141,24
27143,0
27137,58
27145,26
27147,8
27149,3
27151,0
27153,3
27155,0
90027,25
27157,0
27159,3
27161,6
27163,41
27165,1
27167,3
27169,3
27171,38
27173,3
28001,11
28003,13
28005,10
28007,4
28009,1
28011,11
28013,4
28015,6
28017,9
28019,3
28021,2
28023,9
28025,4
28027,17
28029,11
28031,5
28033,53
28035,23
28037,4
28039,6
28041,1
28043,11
28045,14
28047,51
28049,58
28051,4
28053,6
28055,0
28057,5
28059,26
28061,3
28063,1
28065,3
28067,23
28069,6
28071,11
28073,9
28075,18
28077,5
28079,4
28081,19
28083,7
28085,14
28087,14
28089,28
28091,3
28093,14
28095,11
28097,6
28099,13
28101,12
28103,6
28105,5
28107,18
28109,22
28111,4
28113,18
28115,4
28117,5
28119,5
28121,27
28123,6
28125,1
28127,13
28129,4
28131,8
28133,8
28135,3
28137,14
28139,3
28141,5
28143,4
90028,0
28145,5
28147,8
28149,14
28151,9
28153,2
28155,2
28157,6
28159,9
28161,4
28163,14
29001,6
29003,5
29005,0
29007,0
29009,6
29011,6
29013,10
29015,10
29017,3
29019,21
29021,21
29023,18
29025,6
29027,8
29029,17
29031,17
29033,2
29035,3
29037,30
29039,3
29041,2
29043,29
29045,4
29047,33
29049,1
29051,19
29053,1
29055,11
29057,4
29059,10
29061,0
29063,6
29065,3
29067,5
29069,31
29071,33
29073,8
29075,0
29077,106
29079,2
29081,0
29083,4
29085,3
29087,4
29089,4
29091,8
29093,2
29095,120
29097,45
29099,47
29101,14
29103,1
29105,26
29107,4
29109,19
29111,14
29113,17
29115,8
29117,11
29121,5
29123,0
29125,1
29127,13
29119,6
29129,0
29131,13
29133,4
29135,4
29137,2
29139,4
29141,5
29143,3
29145,21
29147,3
29149,3
29151,3
29153,8
29155,11
29157,4
29159,3
29161,20
29163,6
29165,11
29167,10
29169,13
29171,1
29173,1
29175,2
29177,11
29179,0
29181,3
29195,5
29197,4
29199,1
29201,12
29203,2
29205,0
29183,65
29185,1
29187,14
29189,339
29510,117
29186,2
29207,9
29209,18
29211,0
29213,18
29215,5
90029,0
29217,12
29219,11
29221,6
29223,4
29225,13
29227,1
29229,6
30001,4
30003,5
30005,0
30007,1
30009,6
30011,0
30013,40
30015,2
30017,3
30019,1
30021,4
30023,3
30025,0
30027,10
30029,36
30031,10
30033,0
30035,15
30037,0
30039,0
30041,7
30043,0
30045,0
30047,12
30049,25
30051,0
30053,6
30057,1
30055,1
30059,0
30061,5
30063,18
30065,6
30067,11
30069,0
30071,2
30073,0
30075,2
30077,4
30079,0
30081,22
30083,4
30085,3
30087,6
30089,6
30091,0
30093,6
30095,2
30097,0
30099,1
30101,1
30103,0
90030,0
30105,7
30107,2
30109,0
30111,47
31001,8
31003,1
31005,0
31007,0
31009,0
31011,0
31013,0
31015,0
31017,0
31019,2
31021,1
31023,0
31025,0
31027,0
31029,2
31031,1
31033,0
31035,0
31037,1
31039,4
31041,1
31043,8
31047,0
31051,1
31053,7
31055,94
31057,0
31061,1
31063,0
31065,1
31067,0
31069,0
31073,1
31075,0
31079,7
31081,1
31083,0
31085,0
31087,1
31089,1
31091,0
31095,0
31097,1
31099,0
31101,4
31103,0
31107,0
31109,12
31111,8
31113,0
31115,0
31119,2
31117,0
31121,1
31125,0
31127,2
31129,10
31131,3
31133,0
31135,0
31137,1
31139,0
31141,3
31143,0
31145,4
31147,2
31149,0
31153,26
31155,2
31159,6
31163,0
31165,0
31167,2
31169,0
31171,0
31173,1
90031,44
31177,4
31181,3
31183,0
31185,2
32510,11
32001,0
32003,844
32005,4
32007,9
32009,0
32011,0
32013,1
32015,1
32017,2
32019,12
32021,2
32023,16
32027,1
32029,0
90032,0
32031,49
32033,3
33001,11
33003,7
33005,9
33007,9
33009,10
33011,67
33013,13
33015,62
33017,26
33019,7
34001,129
34003,282
34005,141
34007,193
34009,29
34011,72
34013,364
34015,108
34017,309
34019,18
34021,87
34023,280
34025,240
34027,121
34029,323
34031,258
34033,25
34035,63
34037,36
90034,0
34039,226
34041,25
35001,118
35003,1
35005,21
35006,23
35007,0
35009,18
35011,2
35013,101
35015,27
35017,7
35019,5
35021,1
35023,0
35025,56
35027,4
35028,2
35029,16
35031,36
35033,2
35035,29
35037,3
35039,16
35041,9
35045,67
35047,6
35043,43
35049,13
35051,7
35053,9
35055,7
35057,4
90035,0
35059,1
35061,27
36001,26
36003,6
36005,716
36007,31
36009,17
36011,4
36013,23
36015,7
36017,8
36019,7
36021,8
36023,4
36025,6
36027,39
36029,211
36031,0
36033,0
36035,9
36037,6
36039,8
36041,0
36043,3
36045,5
36047,1401
36049,6
36051,4
36053,4
36055,126
36057,21
36059,266
36061,627
36063,63
36065,40
36067,50
36069,5
36071,127
36073,2
36075,4
36077,4
80036,61
36079,7
36081,1236
36083,13
36085,276
36087,69
36091,23
36093,28
36095,7
36097,2
36099,4
36089,12
36101,10
36103,328
36105,17
36107,7
36109,10
36111,30
36113,7
36115,3
36117,9
36119,195
36121,4
36123,0
37001,65
37003,11
37005,1
37007,5
37009,5
37011,1
37013,22
37015,4
37017,16
37019,25
37021,36
37023,26
37025,31
37027,33
37029,1
37031,13
37033,7
37035,34
37037,13
37039,20
37041,15
37043,0
37045,12
37047,15
37049,15
37051,56
37053,1
37055,2
37057,47
37059,15
37061,15
37063,36
37065,16
37067,87
37069,12
37071,70
37073,1
37075,1
37077,7
37079,9
37081,178
37083,19
37085,31
37087,13
37089,24
37091,4
37093,2
37095,1
37097,46
37099,8
37101,53
37103,13
37105,11
37107,23
37109,15
37113,13
37115,6
37117,9
37111,2
37119,127
37121,0
37123,11
37125,24
37127,34
37129,28
37131,33
