FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop
72001,Adjuntas Municipio,PR,14.6,14249.0
27027,Clay County,MN,18.6,48290.0
51650,Hampton city,VA,13.5,106343.0
24047,Worcester County,MD,27.7,43376.0
18099,Marshall County,IN,19.6,34705.0
18113,Noble County,IN,18.1,36138.0
17165,Saline County,IL,25.8,18467.0
05097,Montgomery County,AR,18.2,7323.0
05109,Pike County,AR,15.6,8406.0
39023,Clark County,OH,18.7,104183.0
20149,Pottawatomie County,KS,16.9,17322.0
50021,Rutland County,VT,24.5,47973.0
51051,Dickenson County,VA,16.2,11517.0
20063,Gove County,KS,39.5,1998.0
25027,Worcester County,MA,20.0,657227.0
13315,Wilcox County,GA,3.2,6998.0
42039,Crawford County,PA,26.3,67333.0
54107,Wood County,WV,15.0,66061.0
17063,Grundy County,IL,16.5,38268.0
13127,Glynn County,GA,26.1,67065.0
51840,Winchester city,VA,1.1,21768.0
28095,Monroe County,MS,19.9,27316.0
21195,Pike County,KY,33.2,45924.0
25023,Plymouth County,MA,22.5,410745.0
55105,Rock County,WI,27.0,125952.0
26051,Gladwin County,MI,21.2,20722.0
55059,Kenosha County,WI,25.1,131558.0
40123,Pontotoc County,OK,29.1,29074.0
21107,Hopkins County,KY,24.5,34558.0
13193,Macon County,GA,3.6,10551.0
20201,Washington County,KS,26.1,4182.0
17191,Wayne County,IL,24.3,12564.0
20049,Elk County,KS,18.9,1950.0
13045,Carroll County,GA,6.5,91687.0
28019,Choctaw County,MS,13.1,6455.0
20043,Doniphan County,KS,19.6,6008.0
17099,LaSalle County,IL,17.9,85538.0
53077,Yakima County,WA,24.2,176923.0
40139,Texas County,OK,16.2,14339.0
53007,Chelan County,WA,32.1,59294.0
39089,Licking County,OH,17.3,136224.0
46011,Brookings County,SD,11.5,27836.0
31099,Kearney County,NE,26.5,4887.0
38081,Sargent County,ND,31.3,3056.0
24039,Somerset County,MD,16.5,21284.0
36079,Putnam County,NY,22.6,79205.0
29175,Randolph County,MO,13.7,19403.0
54001,Barbour County,WV,1.7,13194.0
39019,Carroll County,OH,15.6,21293.0
41031,Jefferson County,OR,26.7,18922.0
21083,Graves County,KY,15.7,28286.0
47037,Davidson County,TN,19.8,551071.0
12007,Bradford County,FL,13.4,22730.0
05069,Jefferson County,AR,14.3,52303.0
06057,Nevada County,CA,21.7,82837.0
50009,Essex County,VT,8.7,5109.0
56019,Johnson County,WY,24.7,6618.0
40143,Tulsa County,OK,25.6,488135.0
28063,Jefferson County,MS,23.6,5439.0
08085,Montrose County,CO,6.1,33692.0
37131,Northampton County,NC,22.7,16132.0
08017,Cheyenne County,CO,0.0,1367.0
48341,Moore County,TX,0.0,14290.0
48465,Val Verde County,TX,0.0,35108.0
17067,Hancock County,IL,28.0,14009.0
21091,Hancock County,KY,30.7,6559.0
27011,Big Stone County,MN,40.7,3913.0
39131,Pike County,OH,18.8,21286.0
36003,Allegany County,NY,15.2,36817.0
54109,Wyoming County,WV,30.1,16232.0
31127,Nemaha County,NE,20.3,5414.0
13277,Tift County,GA,9.2,30600.0
30045,Judith Basin County,MT,17.3,1613.0
42037,Columbia County,PA,24.6,53571.0
26163,Wayne County,MI,17.9,1337049.0
45007,Anderson County,SC,17.4,156658.0
23021,Piscataquis County,ME,22.6,13973.0
13259,Stewart County,GA,6.3,5904.0
17113,McLean County,IL,17.6,135072.0
22121,West Baton Rouge Parish,LA,17.8,20094.0
72031,Carolina Municipio,PR,16.3,120625.0
72049,Culebra Municipio,PR,5.8,1407.0
08115,Sedgwick County,CO,5.3,1808.0
18025,Crawford County,IN,16.8,8278.0
53073,Whatcom County,WA,23.9,185293.0
72029,Canovanas Municipio,PR,12.6,36663.0
53039,Klickitat County,WA,23.6,18140.0
47167,Tipton County,TN,12.7,46689.0
36077,Otsego County,NY,20.9,50138.0
40071,Kay County,OK,24.6,32688.0
45025,Chesterfield County,SC,16.6,35677.0
13311,White County,GA,1.3,24763.0
42069,Lackawanna County,PA,28.5,166709.0
21131,Leslie County,KY,25.4,7764.0
47039,Decatur County,TN,18.1,9251.0
47121,Meigs County,TN,23.3,9936.0
37029,Camden County,NC,23.4,8407.0
36105,Sullivan County,NY,15.5,59574.0
49055,Wayne County,UT,21.3,2063.0
13143,Haralson County,GA,3.7,22637.0
18095,Madison County,IN,21.9,101872.0
01099,Monroe County,AL,16.6,16360.0
48051,Burleson County,TX,0.0,14427.0
48409,San Patricio County,TX,0.0,49132.0
48339,Montgomery County,TX,0.0,448951.0
48133,Eastland County,TX,0.0,14477.0
45011,Barnwell County,SC,17.9,15929.0
18063,Hendricks County,IN,27.4,128279.0
21181,Nicholas County,KY,27.1,5510.0
21187,Owen County,KY,17.7,8516.0
41055,Sherman County,OR,22.2,1443.0
31139,Pierce County,NE,18.7,5354.0
35028,Los Alamos County,NM,17.7,15103.0
31163,Sherman County,NE,21.1,2361.0
48327,Menard County,TX,0.0,1752.0
31145,Red Willow County,NE,14.1,8346.0
21069,Fleming County,KY,22.4,11025.0
55065,Lafayette County,WI,27.7,12679.0
36025,Delaware County,NY,16.2,36926.0
13139,Hall County,GA,8.0,153638.0
23007,Franklin County,ME,19.5,24862.0
37011,Avery County,NC,23.5,14969.0
04019,Pima County,AZ,24.4,831972.0
19129,Mills County,IA,24.9,11613.0
24045,Wicomico County,MD,21.8,80899.0
27171,Wright County,MN,18.5,100015.0
51043,Clarke County,VA,22.4,11764.0
29027,Callaway County,MO,20.9,35410.0
17167,Sangamon County,IL,31.5,151706.0
29009,Barry County,MO,15.2,27651.0
27095,Mille Lacs County,MN,24.7,20051.0
51073,Gloucester County,VA,21.5,29902.0
20145,Pawnee County,KS,23.5,5364.0
20163,Rooks County,KS,27.3,3827.0
72055,Guanica Municipio,PR,12.5,12624.0
22013,Bienville Parish,LA,21.3,10299.0
51181,Surry County,VA,18.0,5359.0
12059,Holmes County,FL,13.4,15624.0
42031,Clarion County,PA,24.7,31247.0
22011,Beauregard Parish,LA,11.7,28174.0
12031,Duval County,FL,21.1,742007.0
40043,Dewey County,OK,17.6,3553.0
48319,Mason County,TX,0.0,3411.0
48055,Caldwell County,TX,0.0,33513.0
48499,Wood County,TX,0.0,36952.0
48267,Kimble County,TX,0.0,3555.0
20167,Russell County,KS,21.4,5367.0
13297,Walton County,GA,7.1,71492.0
35033,Mora County,NM,19.3,3740.0
31079,Hall County,NE,14.8,44435.0
40059,Harper County,OK,30.3,2745.0
01019,Cherokee County,AL,14.0,21249.0
08063,Kit Carson County,CO,1.3,5312.0
34039,Union County,NJ,18.1,426483.0
41033,Josephine County,OR,15.5,70421.0
40051,Grady County,OK,17.3,42575.0
05033,Crawford County,AR,15.0,47861.0
28161,Yalobusha County,MS,23.4,9441.0
47059,Greene County,TN,18.6,55761.0
45091,York County,SC,13.1,213463.0
27127,Redwood County,MN,27.8,11389.0
51670,Hopewell city,VA,0.0,16678.0
05071,Johnson County,AR,16.6,20060.0
36051,Livingston County,NY,18.8,51865.0
21219,Todd County,KY,14.7,9037.0
01025,Clarke County,AL,19.4,18589.0
42111,Somerset County,PA,15.8,60412.0
72063,Gurabo Municipio,PR,12.9,38648.0
21141,Logan County,KY,20.7,20784.0
40019,Carter County,OK,21.6,36132.0
16073,Owyhee County,ID,13.6,8816.0
05077,Lee County,AR,12.8,7226.0
13087,Decatur County,GA,15.8,19996.0
12095,Orange County,FL,15.9,1087498.0
13235,Pulaski County,GA,2.3,9128.0
26119,Montmorency County,MI,24.5,7948.0
27135,Roseau County,MN,23.6,11497.0
36043,Herkimer County,NY,24.4,48793.0
56025,Natrona County,WY,20.9,60737.0
22113,Vermilion Parish,LA,12.6,44521.0
37195,Wilson County,NC,21.1,63224.0
18161,Union County,IN,23.8,5588.0
35021,Harding County,NM,20.0,555.0
31053,Dodge County,NE,15.5,27728.0
27117,Pipestone County,MN,31.3,6743.0
51071,Giles County,VA,8.1,13311.0
39095,Lucas County,OH,17.9,330041.0
21213,Simpson County,KY,20.2,14162.0
24043,Washington County,MD,20.5,118283.0
17117,Macoupin County,IL,24.1,35457.0
47055,Giles County,TN,13.5,23330.0
39027,Clinton County,OH,13.9,32414.0
31001,Adams County,NE,12.2,24020.0
37019,Brunswick County,NC,29.0,121795.0
47009,Blount County,TN,18.8,106566.0
31107,Knox County,NE,22.8,6305.0
48125,Dickens County,TX,0.0,1809.0
06051,Mono County,CA,0.0,11875.0
48093,Comanche County,TX,0.0,10616.0
45049,Hampton County,SC,20.4,15145.0
46073,Jerauld County,SD,16.9,1539.0
48119,Delta County,TX,0.0,4080.0
48333,Mills County,TX,0.0,3878.0
18181,White County,IN,25.1,18501.0
22071,Orleans Parish,LA,28.2,312864.0
22021,Caldwell Parish,LA,19.8,7645.0
13119,Franklin County,GA,1.5,18249.0
08073,Lincoln County,CO,5.7,4538.0
02122,Kenai Peninsula Borough,AK,26.2,45527.0
30013,Cascade County,MT,25.4,63129.0
26025,Calhoun County,MI,20.5,103798.0
28017,Chickasaw County,MS,17.6,12839.0
27001,Aitkin County,MN,31.2,13268.0
72037,Ceiba Municipio,PR,13.2,8949.0
26147,St. Clair County,MI,15.3,126529.0
49029,Morgan County,UT,13.1,7927.0
54057,Mineral County,WV,16.0,21550.0
01055,Etowah County,AL,12.7,80492.0
47079,Henry County,TN,23.6,25757.0
28133,Sunflower County,MS,14.8,19671.0
56033,Sheridan County,WY,27.9,24047.0
36083,Rensselaer County,NY,22.9,128075.0
17127,Massac County,IL,13.8,10796.0
20003,Anderson County,KS,20.7,5838.0
49017,Garfield County,UT,20.2,3890.0
18149,Starke County,IN,15.9,17811.0
17027,Clinton County,IL,25.6,29653.0
13073,Columbia County,GA,10.1,117374.0
17155,Putnam County,IL,25.2,4596.0
26061,Houghton County,MI,20.9,28440.0
34023,Middlesex County,NJ,18.8,646270.0
17159,Richland County,IL,23.0,12011.0
20073,Greenwood County,KS,24.4,4682.0
21105,Hickman County,KY,14.2,3577.0
06065,Riverside County,CA,18.1,1856392.0
20113,McPherson County,KS,25.1,22058.0
33013,Merrimack County,NH,0.8,122788.0
45069,Marlboro County,SC,17.1,20934.0
45043,Georgetown County,SC,23.7,51441.0
47045,Dyer County,TN,15.3,28334.0
37105,Lee County,NC,22.4,47136.0
54017,Doddridge County,WV,1.6,7197.0
05041,Desha County,AR,22.8,8491.0
47031,Coffee County,TN,16.2,42935.0
18089,Lake County,IN,19.0,372865.0
22095,St. John the Baptist Parish,LA,20.5,32355.0
36015,Chemung County,NY,23.6,65773.0
45021,Cherokee County,SC,12.5,44191.0
53057,Skagit County,WA,26.4,101425.0
23019,Penobscot County,ME,23.8,124749.0
13213,Murray County,GA,2.0,30292.0
26069,Iosco County,MI,24.5,20954.0
01033,Colbert County,AL,16.5,43686.0
19121,Madison County,IA,23.2,12347.0
05135,Sharp County,AR,12.6,13861.0
31171,Thomas County,NE,9.5,559.0
21239,Woodford County,KY,31.2,20902.0
17139,Moultrie County,IL,21.0,10837.0
72067,Hormigueros Municipio,PR,18.9,12735.0
19013,Black Hawk County,IA,25.7,102717.0
42089,Monroe County,PA,12.7,137154.0
18035,Delaware County,IN,21.0,93381.0
51147,Prince Edward County,VA,1.6,19154.0
12039,Gadsden County,FL,22.4,35804.0
01039,Covington County,AL,12.4,28887.0
05101,Newton County,AR,12.6,6257.0
28125,Sharkey County,MS,17.9,3254.0
29041,Chariton County,MO,22.5,5734.0
21155,Marion County,KY,16.5,14636.0
39153,Summit County,OH,15.1,428820.0
29107,Lafayette County,MO,19.8,25177.0
42125,Washington County,PA,21.5,166709.0
12089,Nassau County,FL,27.2,71160.0
28135,Tallahatchie County,MS,12.1,11104.0
26055,Grand Traverse County,MI,31.6,74544.0
39169,Wayne County,OH,13.9,87730.0
21063,Elliott County,KY,12.1,6183.0
45039,Fairfield County,SC,19.3,18108.0
48385,Real County,TX,0.0,2885.0
16017,Bonner County,ID,22.0,36726.0
51775,Salem city,VA,4.3,20372.0
16065,Madison County,ID,13.7,29212.0
48023,Baylor County,TX,0.0,2707.0
26087,Lapeer County,MI,15.5,69822.0
36023,Cortland County,NY,20.8,38456.0
20099,Labette County,KS,23.6,14924.0
21059,Daviess County,KY,26.1,76860.0
18159,Tipton County,IN,18.7,12064.0
37087,Haywood County,NC,25.6,50968.0
08019,Clear Creek County,CO,5.4,8238.0
19073,Greene County,IA,26.3,6853.0
72073,Jayuya Municipio,PR,11.8,11400.0
31095,Jefferson County,NE,22.1,5530.0
38031,Foster County,ND,30.6,2519.0
21001,Adair County,KY,13.3,15385.0
42033,Clearfield County,PA,22.2,64899.0
13171,Lamar County,GA,3.3,15106.0
06083,Santa Barbara County,CA,19.8,347943.0
28069,Kemper County,MS,16.0,7979.0
36107,Tioga County,NY,21.9,38260.0
20179,Sheridan County,KS,29.7,1905.0
30101,Toole County,MT,22.5,3753.0
37133,Onslow County,NC,22.2,149343.0
19009,Audubon County,IA,31.4,4334.0
56013,Fremont County,WY,35.8,29260.0
01013,Butler County,AL,12.1,15174.0
13065,Clinch County,GA,12.8,4958.0
48415,Scurry County,TX,0.0,12560.0
48287,Lee County,TX,0.0,13492.0
48137,Edwards County,TX,0.0,1512.0
21165,Menifee County,KY,17.5,5298.0
48265,Kerr County,TX,0.0,42636.0
41009,Columbia County,OR,16.4,41479.0
19193,Woodbury County,IA,24.9,76401.0
56039,Teton County,WY,30.6,19264.0
72054,Florida Municipio,PR,16.7,9288.0
19197,Wright County,IA,29.9,9502.0
01093,Marion County,AL,13.3,23539.0
01003,Baldwin County,AL,16.7,175680.0
01115,St. Clair County,AL,9.6,69336.0
30105,Valley County,MT,22.7,5726.0
42117,Tioga County,PA,15.0,32510.0
53037,Kittitas County,WA,23.3,39869.0
51830,Williamsburg city,VA,1.2,13321.0
22023,Cameron Parish,LA,6.9,5444.0
17025,Clay County,IL,22.0,10200.0
39125,Paulding County,OH,12.9,14294.0
01037,Coosa County,AL,14.7,8916.0
39075,Holmes County,OH,8.7,30479.0
39107,Mercer County,OH,16.3,30520.0
01031,Coffee County,AL,13.2,39948.0
42093,Montour County,PA,44.2,14482.0
48447,Throckmorton County,TX,0.0,1212.0
26145,Saginaw County,MI,23.5,149676.0
38071,Ramsey County,ND,39.7,8839.0
21035,Calloway County,KY,13.2,32013.0
30111,Yellowstone County,MT,24.2,123722.0
49003,Box Elder County,UT,10.2,38584.0
28091,Marion County,MS,17.2,18960.0
48101,Cottle County,TX,0.0,1077.0
45057,Lancaster County,SC,14.7,76927.0
19097,Jackson County,IA,27.7,15141.0
22017,Caddo Parish,LA,23.1,183879.0
37013,Beaufort County,NC,29.4,37669.0
36117,Wayne County,NY,20.1,70822.0
01085,Lowndes County,AL,11.4,7587.0
17133,Monroe County,IL,24.2,27007.0
12011,Broward County,FL,19.5,1542553.0
13307,Webster County,GA,4.5,2124.0
35035,Otero County,NM,18.9,52062.0
40085,Love County,OK,25.0,7790.0
47119,Maury County,TN,19.7,73954.0
10003,New Castle County,DE,18.8,439354.0
36101,Steuben County,NY,20.6,75107.0
31141,Platte County,NE,11.6,24653.0
46081,Lawrence County,SD,13.7,21319.0
46037,Day County,SD,23.5,4211.0
16077,Power County,ID,27.0,5333.0
16087,Washington County,ID,18.4,7888.0
51077,Grayson County,VA,12.4,12990.0
47113,Madison County,TN,23.9,76137.0
36061,New York County,NY,25.3,1396422.0
54027,Hampshire County,WV,9.8,18980.0
30005,Blaine County,MT,58.4,4708.0
21037,Campbell County,KY,21.6,74142.0
40141,Tillman County,OK,24.7,5574.0
26067,Ionia County,MI,18.9,50447.0
40129,Roger Mills County,OK,23.9,2710.0
36063,Niagara County,NY,19.7,167587.0
40095,Marshall County,OK,21.8,13028.0
33001,Belknap County,NH,0.9,50094.0
26081,Kent County,MI,22.0,499890.0
47025,Claiborne County,TN,18.2,25856.0
28123,Scott County,MS,21.3,20613.0
53025,Grant County,WA,18.2,69076.0
38025,Dunn County,ND,12.1,3314.0
47003,Bedford County,TN,13.5,37108.0
13217,Newton County,GA,3.5,82882.0
72115,Quebradillas Municipio,PR,14.7,18808.0
72127,San Juan Municipio,PR,17.8,261334.0
45033,Dillon County,SC,19.0,22777.0
13201,Miller County,GA,5.5,4410.0
48315,Marion County,TX,0.0,8072.0
16029,Caribou County,ID,17.6,5079.0
16083,Twin Falls County,ID,20.0,63074.0
16013,Blaine County,ID,35.2,18163.0
48059,Callahan County,TX,0.0,10890.0
40005,Atoka County,OK,18.7,10671.0
30089,Sanders County,MT,16.6,10004.0
38051,McIntosh County,ND,27.5,2036.0
55077,Marquette County,WI,26.2,12577.0
26065,Ingham County,MI,18.5,234887.0
06037,Los Angeles County,CA,20.0,7894557.0
45087,Union County,SC,14.7,21513.0
51093,Isle of Wight County,VA,6.7,29386.0
08071,Las Animas County,CO,1.7,11904.0
55125,Vilas County,WI,28.5,18449.0
23029,Washington County,ME,32.0,25458.0
37077,Granville County,NC,27.9,48058.0
39145,Scioto County,OH,20.8,59037.0
13317,Wilkes County,GA,5.4,7735.0
19031,Cedar County,IA,28.5,14538.0
30027,Fergus County,MT,20.2,8781.0
42049,Erie County,PA,22.5,212712.0
40145,Wagoner County,OK,20.8,61809.0
19065,Fayette County,IA,25.4,15515.0
33009,Grafton County,NH,2.2,75544.0
06001,Alameda County,CA,26.4,1331230.0
08029,Delta County,CO,5.5,25048.0
23031,York County,ME,21.7,169340.0
17077,Jackson County,IL,30.4,46322.0
21075,Fulton County,KY,18.2,4697.0
51045,Craig County,VA,1.3,4232.0
37183,Wake County,NC,23.2,849055.0
47187,Williamson County,TN,23.4,174480.0
13269,Taylor County,GA,11.1,6422.0
36119,Westchester County,NY,25.7,757224.0
12005,Bay County,FL,18.6,138722.0
31153,Sarpy County,NE,18.5,136263.0
12063,Jackson County,FL,18.7,37647.0
46027,Clay County,SD,24.2,11619.0
31183,Wheeler County,NE,13.0,633.0
48351,Newton County,TX,0.0,10929.0
35009,Curry County,NM,12.0,36140.0
16023,Butte County,ID,26.8,1966.0
48487,Wilbarger County,TX,0.0,9948.0
38047,Logan County,ND,21.6,1433.0
13085,Dawson County,GA,1.5,20853.0
54059,Mingo County,WV,14.8,18179.0
17199,Williamson County,IL,25.9,52143.0
19139,Muscatine County,IA,23.9,32108.0
31181,Webster County,NE,18.7,2727.0
19087,Henry County,IA,19.5,15666.0
19017,Bremer County,IA,27.4,19439.0
29017,Bollinger County,MO,17.5,9561.0
28139,Tippah County,MS,14.5,16711.0
55107,Rusk County,WI,15.5,11295.0
26023,Branch County,MI,20.3,33521.0
31133,Pawnee County,NE,19.7,2048.0
21151,Madison County,KY,17.4,73793.0
29059,Dallas County,MO,12.5,12880.0
27023,Chippewa County,MN,30.4,8953.0
47027,Clay County,TN,14.1,6093.0
21023,Bracken County,KY,22.7,6348.0
51153,Prince William County,VA,15.4,344035.0
19091,Humboldt County,IA,21.6,7318.0
28045,Hancock County,MS,17.2,38170.0
39079,Jackson County,OH,14.8,24669.0
13059,Clarke County,GA,9.1,106329.0
72047,Corozal Municipio,PR,12.8,26502.0
72103,Naguabo Municipio,PR,9.6,21141.0
34005,Burlington County,NJ,25.8,353190.0
36001,Albany County,NY,26.9,249741.0
46135,Yankton County,SD,29.8,18012.0
42021,Cambria County,PA,21.8,105298.0
18167,Vigo County,IN,24.1,85233.0
48205,Hartley County,TX,0.0,4412.0
48473,Waller County,TX,0.0,41921.0
48245,Jefferson County,TX,0.0,191034.0
48239,Jackson County,TX,0.0,11014.0
21051,Clay County,KY,15.6,15715.0
40131,Rogers County,OK,20.9,71089.0
54043,Lincoln County,WV,8.5,15872.0
17143,Peoria County,IL,28.2,136770.0
48439,Tarrant County,TX,0.0,1555283.0
02068,Denali Borough,AK,19.6,1698.0
19043,Clayton County,IA,26.4,13842.0
19047,Crawford County,IA,28.9,12600.0
40011,Blaine County,OK,24.5,7019.0
49051,Wasatch County,UT,16.5,23642.0
13021,Bibb County,GA,7.3,116041.0
51169,Scott County,VA,15.1,17723.0
40037,Creek County,OK,18.9,54753.0
39147,Seneca County,OH,11.8,43203.0
53071,Walla Walla County,WA,30.0,48202.0
13067,Cobb County,GA,11.2,583231.0
42007,Beaver County,PA,13.7,132398.0
72051,Dorado Municipio,PR,14.4,29660.0
20107,Linn County,KS,15.8,7584.0
40017,Canadian County,OK,23.9,109752.0
39067,Harrison County,OH,17.4,11932.0
51730,Petersburg city,VA,1.8,24275.0
51041,Chesterfield County,VA,10.5,269791.0
16059,Lemhi County,ID,26.2,6530.0
16027,Canyon County,ID,17.0,165731.0
51179,Stafford County,VA,12.3,113243.0
28015,Carroll County,MS,15.5,8090.0
51530,Buena Vista city,VA,0.0,5161.0
47189,Wilson County,TN,17.3,110755.0
17105,Livingston County,IL,18.9,27965.0
12045,Gulf County,FL,22.4,11147.0
12019,Clay County,FL,16.9,168898.0
36011,Cayuga County,NY,23.7,61675.0
46053,Gregory County,SD,17.9,3189.0
46067,Hutchinson County,SD,16.1,5444.0
55133,Waukesha County,WI,27.4,318146.0
39161,Van Wert County,OH,3.6,21715.0
27161,Waseca County,MN,22.9,14293.0
37135,Orange County,NC,31.3,119925.0
34021,Mercer County,NJ,16.7,289368.0
06029,Kern County,CA,15.6,641115.0
37023,Burke County,NC,22.6,73860.0
42053,Forest County,PA,20.9,6468.0
40055,Greer County,OK,23.1,4579.0
20165,Rush County,KS,27.9,2418.0
54091,Taylor County,WV,1.9,13397.0
13251,Screven County,GA,14.3,11008.0
27133,Rock County,MN,26.6,6990.0
26009,Antrim County,MI,25.9,19206.0
33015,Rockingham County,NH,1.1,250662.0
26079,Kalkaska County,MI,23.0,14343.0
42001,Adams County,PA,15.4,82612.0
09009,New Haven County,CT,26.9,683540.0
37143,Perquimans County,NC,16.3,10957.0
38009,Bottineau County,ND,31.1,4939.0
19039,Clarke County,IA,24.4,6991.0
30071,Phillips County,MT,25.5,3015.0
38073,Ransom County,ND,34.3,4049.0
49027,Millard County,UT,13.9,9098.0
06021,Glenn County,CA,20.6,20833.0
48259,Kendall County,TX,0.0,36463.0
48489,Willacy County,TX,0.0,16343.0
23013,Knox County,ME,26.2,32783.0
48081,Coke County,TX,0.0,2678.0
51165,Rockingham County,VA,6.3,64120.0
72027,Camuy Municipio,PR,13.4,25034.0
17091,Kankakee County,IL,15.5,85161.0
48383,Reagan County,TX,0.0,2734.0
48459,Upshur County,TX,0.0,31821.0
48451,Tom Green County,TX,0.0,90867.0
18169,Wabash County,IN,23.1,24603.0
13281,Towns County,GA,1.7,10505.0
40027,Cleveland County,OK,21.8,223796.0
51113,Madison County,VA,22.0,10590.0
39083,Knox County,OH,16.0,48217.0
38105,Williams County,ND,12.3,26544.0
46041,Dewey County,SD,42.1,3658.0
26107,Mecosta County,MI,16.0,35416.0
40153,Woodward County,OK,21.5,15345.0
24033,Prince George's County,MD,16.2,708013.0
18075,Jay County,IN,20.4,15280.0
29157,Perry County,MO,18.3,14740.0
19103,Johnson County,IA,31.3,121138.0
28073,Lamar County,MS,28.5,47718.0
31005,Arthur County,NE,5.2,346.0
22111,Union Parish,LA,19.9,17352.0
35055,Taos County,NM,18.2,27039.0
51109,Louisa County,VA,1.3,30050.0
51127,New Kent County,VA,9.4,18489.0
19099,Jasper County,IA,23.9,28955.0
27071,Koochiching County,MN,28.1,10067.0
27115,Pine County,MN,19.5,23896.0
47175,Van Buren County,TN,24.0,4716.0
01129,Washington County,AL,18.0,12722.0
28089,Madison County,MS,32.6,79989.0
17033,Crawford County,IL,23.2,14965.0
08069,Larimer County,CO,0.8,287767.0
56023,Lincoln County,WY,17.4,14600.0
54093,Tucker County,WV,20.6,5831.0
19133,Monona County,IA,22.6,6713.0
29205,Shelby County,MO,29.6,4498.0
29103,Knox County,MO,28.3,3029.0
28127,Simpson County,MS,19.2,20459.0
21233,Webster County,KY,19.9,9921.0
39093,Lorain County,OH,16.5,242329.0
30103,Treasure County,MT,32.1,549.0
53029,Island County,WA,23.5,69766.0
42015,Bradford County,PA,18.5,47184.0
55039,Fond du Lac County,WI,23.3,81450.0
37177,Tyrrell County,NC,21.1,3288.0
01075,Lamar County,AL,17.9,10853.0
47043,Dickson County,TN,15.4,41618.0
44007,Providence County,RI,18.9,508057.0
22115,Vernon Parish,LA,12.2,35749.0
72083,Las Marias Municipio,PR,19.9,6505.0
29071,Franklin County,MO,17.3,80409.0
49005,Cache County,UT,9.0,89683.0
13295,Walker County,GA,7.2,54746.0
72129,San Lorenzo Municipio,PR,10.3,29535.0
51660,Harrisonburg city,VA,0.7,44217.0
30003,Big Horn County,MT,48.9,8853.0
39017,Butler County,OH,14.4,293993.0
22061,Lincoln Parish,LA,18.6,37430.0
49043,Summit County,UT,23.4,32042.0
17153,Pulaski County,IL,17.3,4199.0
29169,Pulaski County,MO,20.5,41168.0
22107,Tensas Parish,LA,28.8,3363.0
47047,Fayette County,TN,18.6,33523.0
36037,Genesee County,NY,20.6,45674.0
41041,Lincoln County,OR,21.6,41738.0
37157,Rockingham County,NC,18.8,72695.0
31111,Lincoln County,NE,11.5,26756.0
31047,Dawson County,NE,16.3,17203.0
48357,Ochiltree County,TX,0.0,6785.0
31003,Antelope County,NE,9.6,4812.0
26135,Oscoda County,MI,18.6,6646.0
06087,Santa Cruz County,CA,26.1,221314.0
29007,Audrain County,MO,19.1,19666.0
72039,Ciales Municipio,PR,12.7,12973.0
42009,Bedford County,PA,12.1,38720.0
19123,Mahaska County,IA,20.3,16800.0
38065,Oliver County,ND,15.6,1464.0
19157,Poweshiek County,IA,24.4,14884.0
37009,Ashe County,NC,22.7,22479.0
51117,Mecklenburg County,VA,5.7,24881.0
19071,Fremont County,IA,25.6,5423.0
36045,Jefferson County,NY,29.9,83485.0
30049,Lewis and Clark County,MT,28.1,54612.0
13027,Brooks County,GA,15.1,12122.0
51143,Pittsylvania County,VA,9.1,49230.0
29021,Buchanan County,MO,15.2,67817.0
45083,Spartanburg County,SC,14.6,245973.0
16055,Kootenai County,ID,23.1,128218.0
16057,Latah County,ID,23.9,32723.0
51685,Manassas Park city,VA,0.0,13538.0
48405,San Augustine County,TX,0.0,6634.0
48109,Culberson County,TX,0.0,1685.0
48303,Lubbock County,TX,0.0,237044.0
48115,Dawson County,TX,0.0,9457.0
06105,Trinity County,CA,0.0,10154.0
51145,Powhatan County,VA,1.6,24280.0
36009,Cattaraugus County,NY,20.5,59481.0
48213,Henderson County,TX,0.0,65135.0
48255,Karnes County,TX,0.0,12282.0
48201,Harris County,TX,0.0,3467445.0
48207,Haskell County,TX,0.0,4702.0
28105,Oktibbeha County,MS,16.6,40847.0
32027,Pershing County,NV,11.4,5635.0
48273,Kleberg County,TX,0.0,23341.0
51800,Suffolk city,VA,9.9,70152.0
17055,Franklin County,IL,18.4,29993.0
21061,Edmonson County,KY,17.3,9988.0
12043,Glades County,FL,11.1,11823.0
42109,Snyder County,PA,17.2,32022.0
06071,San Bernardino County,CA,16.5,1610447.0
37193,Wilkes County,NC,19.1,54628.0
08031,Denver County,CO,0.7,588586.0
72133,Santa Isabel Municipio,PR,10.7,17406.0
55053,Jackson County,WI,22.6,16147.0
51187,Warren County,VA,2.0,31478.0
55043,Grant County,WI,26.5,40789.0
40083,Logan County,OK,14.9,37172.0
17125,Mason County,IL,25.2,10570.0
37137,Pamlico County,NC,30.8,10805.0
25013,Hampden County,MA,19.9,366882.0
38095,Towner County,ND,34.1,1715.0
27151,Swift County,MN,31.1,7112.0
05137,Stone County,AR,15.7,10119.0
12009,Brevard County,FL,20.1,492787.0
18141,St. Joseph County,IN,24.8,208208.0
20083,Hodgeman County,KS,32.0,1383.0
55089,Ozaukee County,WI,27.4,70271.0
39025,Clermont County,OH,16.4,159541.0
19033,Cerro Gordo County,IA,29.6,33623.0
26157,Tuscola County,MI,17.2,41651.0
